name,artist,album,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
Boom Draw,Julian Marley,Awake,50,0.917,0.745,7,-4.424,0,0.186,0.258,2.39e-05,0.382,0.935,142.001,339267,4,reggae
Jah Give Us Life,Wailing Souls,The Very Best Of The Wailing Souls,54,0.76,0.568,2,-12.166,0,0.0578,0.0521,0.000932,0.0666,0.962,144.678,232440,4,reggae
Now That We've Found Love - Single Version,Third World,Reggae Greats,47,0.754,0.479,1,-15.932,1,0.12,0.00968,0.0,0.167,0.747,118.449,236800,4,reggae
Sunshine Reggae,Laid Back,Good Vibes - The Very Best of Laid Back,60,0.704,0.79,8,-5.756,1,0.0432,0.101,0.00657,0.0769,0.933,167.816,257667,4,reggae
"Rudy, A Message To You",Dandy Livingstone,Suzanne Beware of the Devil - The Best of Dandy Livingstone,54,0.931,0.39,9,-9.959,0,0.102,0.0694,0.115,0.0807,0.878,107.305,168480,4,reggae
I'm Still in Love,Alton Ellis,Sons of Jamaica,0,0.835,0.466,7,-12.201,1,0.226,0.0693,1.54e-06,0.243,0.862,86.042,225733,4,reggae
Jamming,Bob Marley & The Wailers,Exodus (Deluxe Edition),4,0.934,0.467,11,-10.99,0,0.307,0.102,3.98e-05,0.109,0.73,123.583,211000,4,reggae
Legalize It,Peter Tosh,Legalize It (Legacy Edition),54,0.71,0.589,0,-11.933,1,0.167,0.068,4.38e-06,0.176,0.65,144.601,279360,4,reggae
Kingston Town,Alborosie,Soul Pirate,59,0.788,0.773,9,-5.272,0,0.099,0.0381,0.0,0.35,0.584,73.978,192400,4,reggae
Please Stop Your Lying,Errol Dunkley,Let's Do Rocksteady: The Story of Rocksteady 1966-68,37,0.751,0.29,1,-9.524,1,0.16,0.902,9.87e-05,0.138,0.876,171.645,167520,4,reggae
Blackbird Singing,The Paragons,On the Beach: The Anthology,39,0.786,0.6,7,-5.54,1,0.194,0.324,2.61e-05,0.0612,0.864,147.225,154253,4,reggae
Skylarking,Horace Andy,The Best of Horace Andy,38,0.819,0.449,9,-11.329,0,0.173,0.368,1.15e-05,0.0476,0.733,78.454,181773,4,reggae
Ganja Smuggling,Eek-A-Mouse,Wa-Do-Dem,57,0.78,0.427,5,-8.371,0,0.126,0.128,1.75e-05,0.0697,0.526,71.665,228760,4,reggae
Smoke Marijuana,Sizzla,Overstanding,48,0.652,0.74,7,-5.826,0,0.214,0.21,0.0,0.336,0.613,68.838,243307,4,reggae
World A Reggae Music,Anthony B,Black Star,14,0.831,0.587,6,-6.997,0,0.354,0.0392,0.0,0.164,0.787,83.154,224840,4,reggae
Funky Kingston,Toots & The Maytals,Funky Kingston,51,0.777,0.458,11,-12.358,1,0.0841,0.265,0.00295,0.0423,0.961,99.05,295667,4,reggae
Jerusalem,Alpha Blondy,Best Of,49,0.717,0.445,8,-5.726,0,0.0666,0.403,6.83e-05,0.105,0.692,131.085,469640,4,reggae
Rock Fort Rock,The Skatalites,Ball Of Fire,45,0.61,0.469,9,-9.743,0,0.238,0.132,0.129,0.168,0.378,167.274,420840,4,reggae
That Day Will Come,Capleton,Reign Of Fire,50,0.672,0.839,0,-5.034,0,0.114,0.0674,0.0,0.114,0.917,153.37,246453,4,reggae
Shine,Aswad,Cool Summer Reggae,47,0.764,0.87,2,-5.54,0,0.0519,0.0153,0.00222,0.0545,0.532,104.982,226467,4,reggae
Zungguzungguguzungguzeng,Yellowman,Zungguzungguguzungguzeng!,47,0.749,0.296,4,-17.927,1,0.356,0.0713,0.00458,0.0879,0.475,164.707,388227,4,reggae
She's Royal,Tarrus Riley,Parables,54,0.754,0.459,8,-5.947,1,0.11,0.00834,0.0,0.0742,0.829,78.079,251027,4,reggae
Dream Land,Bunny Wailer,Blackheart Man,0,0.766,0.49,6,-13.04,1,0.3,0.359,0.0085,0.046,0.959,72.846,165893,4,reggae
"Everything I Own - 7"" Mix",Ken Boothe,Everything I Own,47,0.719,0.435,5,-9.358,1,0.0856,0.149,0.0,0.261,0.582,76.67,224693,4,reggae
Sinsemilla,Black Uhuru,Sinsemilla,46,0.846,0.564,4,-10.915,0,0.0981,0.0176,0.026,0.0713,0.708,131.25,309880,4,reggae
Beat Down Babylon,Junior Byles,Beat Down Babylon,46,0.847,0.559,2,-8.317,1,0.0859,0.415,0.000422,0.0654,0.964,135.489,155490,4,reggae
One Love / People Get Ready - Medley,Bob Marley & The Wailers,Exodus (Deluxe Edition),4,0.725,0.523,10,-9.593,1,0.324,0.0783,0.0,0.0665,0.95,76.292,172933,4,reggae
Better Must Come,Delroy Wilson,40 Greatest Hits,0,0.717,0.578,2,-7.54,1,0.102,0.00354,8.89e-05,0.301,0.919,74.424,163920,4,reggae
Rivers of Babylon - Long Version,The Melodians,Rivers of Babylon: The Best of The Melodians 1967-1973,46,0.793,0.369,7,-14.082,1,0.0682,0.685,0.343,0.0973,0.793,106.884,257267,4,reggae
Swing Easy,The Skatalites,Ball Of Fire,0,0.633,0.483,2,-10.91,0,0.125,0.109,0.071,0.142,0.868,84.447,384800,4,reggae
Long Shot Kick De Bucket,The Pioneers,Long Shot,43,0.903,0.665,7,-11.22,1,0.0792,0.0901,8.51e-06,0.0925,0.524,121.863,167000,4,reggae
Energy,Kabaka Pyramid,The Kalling,43,0.902,0.757,2,-6.444,0,0.17,0.374,5.98e-05,0.116,0.768,102.012,228312,4,reggae
Honey (feat. Hollie Cook),Gentleman's Dub Club,Down to Earth,32,0.735,0.81,8,-4.82,0,0.0371,0.0157,0.000818,0.0522,0.966,138.004,269565,4,reggae
Cry Cry Blood,Steel Pulse,Cry Cry Blood,32,0.874,0.728,7,-4.535,1,0.268,0.0936,0.0,0.364,0.895,80.984,229640,4,reggae
Ten Cane Row (feat. Jorja Smith),Protoje,Ten Cane Row (feat. Jorja Smith),52,0.658,0.611,5,-5.041,1,0.079,0.226,0.0,0.126,0.502,74.489,209587,4,reggae
Lowe Mi,Sevana,Lowe Mi,45,0.575,0.687,5,-5.465,0,0.0751,0.614,6.09e-06,0.137,0.519,127.043,234331,4,reggae
Country For Sale,Buju Banton,Country For Sale,27,0.628,0.839,9,-4.783,0,0.187,0.144,0.0,0.102,0.892,140.041,240613,4,reggae
Dinero,Lila Iké,Dinero,51,0.516,0.687,8,-3.463,1,0.0942,0.442,5.31e-06,0.325,0.165,167.758,173252,4,reggae
40 Days & 40 Nights (Pt. 2),Stephen Marley,"Set up Shop, Vol. 4",31,0.651,0.79,9,-4.903,0,0.207,0.218,0.0,0.0471,0.644,74.952,176000,4,reggae
Push Time,Salaam Remi,Push Time,34,0.748,0.915,7,-1.688,1,0.294,0.668,0.0,0.329,0.92,90.003,181333,4,reggae
If You Only Knew,Sevana,If You Only Knew,40,0.813,0.729,10,-6.188,0,0.0308,0.0401,0.00647,0.105,0.756,120.003,241763,4,reggae
Nice Up The Dance,Kabaka Pyramid,Nice Up The Dance,41,0.693,0.756,0,-2.918,0,0.27,0.0798,0.0,0.121,0.745,81.986,212796,4,reggae
Wanted,Lila Iké,Wanted,45,0.798,0.592,7,-7.48,1,0.116,0.0152,0.0,0.0215,0.761,131.931,217288,4,reggae
Stop You Coming and Come - Jam in the Van Live Session,Steel Pulse,Steel Pulse (Live at Reggae On The Mountain 2019),29,0.953,0.414,10,-6.887,0,0.101,0.0207,0.00336,0.114,0.748,113.081,276273,4,reggae
To See,Queen Ifrica,Reggae Gold 2019,39,0.519,0.663,0,-3.498,0,0.319,0.0858,0.0,0.137,0.725,84.208,224104,4,reggae
Never B4 (feat. Mr. Williamz) - Gentleman's Dub Club Remix,Reggae Roast,Never B4 (feat. Mr. Williamz),37,0.628,0.7,7,-9.803,1,0.266,0.0105,0.0,0.0619,0.625,81.935,259519,4,reggae
Let Me Down,Jaz Karis,All Eyes On U,55,0.657,0.374,7,-10.9,1,0.049,0.0412,0.176,0.241,0.478,183.985,148696,4,reggae
Patra,Navy,"BLEU, Vol. 1",38,0.57,0.436,1,-8.853,0,0.133,0.591,1.21e-05,0.11,0.762,82.648,205714,4,reggae
Same So,Protoje,Same So,42,0.79,0.567,7,-8.773,0,0.0459,0.484,0.0,0.103,0.805,90.991,208720,4,reggae
Higher Place,Skip Marley,Higher Place,54,0.592,0.53,0,-7.619,1,0.126,0.719,0.0,0.163,0.325,124.832,203078,4,reggae
Never Diss My Friend,ZJ Liquid,Never Diss My Friend,23,0.613,0.64,4,-3.33,1,0.287,0.19,0.0,0.1,0.497,132.49,195109,5,reggae
Love And Mercy,Samory I,Love And Mercy,47,0.775,0.551,0,-6.588,0,0.281,0.152,0.0,0.145,0.529,153.957,207273,4,reggae
Thy Will,Lila Iké,Thy Will,41,0.557,0.83,6,-3.652,0,0.199,0.119,0.0,0.158,0.843,79.566,175285,4,reggae
The Wicked,I Wayne,The Wicked,36,0.681,0.844,9,-5.227,0,0.183,0.135,0.0,0.102,0.699,81.841,248780,4,reggae
5Gs,Runkus,IN:SIDE,34,0.882,0.709,0,-4.854,0,0.169,0.67,0.0,0.305,0.661,90.028,229275,4,reggae
Slow Down,Skip Marley,Higher Place,56,0.662,0.764,11,-5.224,0,0.111,0.046,0.0,0.0947,0.74,99.971,194406,4,reggae
Like Royalty (feat. Popcaan),Protoje,Like Royalty (feat. Popcaan),42,0.699,0.742,4,-7.288,0,0.169,0.033,0.0,0.0508,0.54,79.981,245987,4,reggae
Chosen People,Capleton,"Set up Shop, Vol. 4",30,0.739,0.713,7,-6.373,1,0.209,0.118,2.81e-06,0.099,0.896,77.002,192473,4,reggae
A9 Link Up,A92,92 Degrees,37,0.678,0.356,1,-11.986,1,0.827,0.113,0.0,0.0856,0.51,143.928,224444,4,reggae
Miss You Too Much (Reggae Remix),Gyptian,Miss You Too Much (Reggae Remix),0,0.634,0.641,5,-6.069,1,0.0318,0.0803,9.34e-06,0.277,0.865,77.863,238890,4,reggae
Stars Align,Lila Iké,The ExPerience,46,0.683,0.609,10,-7.611,0,0.0843,0.0564,0.0,0.221,0.714,83.953,201523,4,reggae
Incient Stepping,Protoje,Incient Stepping,41,0.838,0.556,1,-7.905,0,0.0916,0.0663,6.94e-05,0.108,0.795,82.98,229168,4,reggae
Lots Of Sign,Wayne Marshall,Lots Of Sign,27,0.767,0.779,0,-4.008,1,0.209,0.0503,0.0,0.213,0.75,153.998,227762,4,reggae
That's Not True,Skip Marley,Higher Place,50,0.71,0.728,6,-4.736,0,0.0873,0.153,0.0,0.145,0.859,133.999,208893,4,reggae
Mr. Global (with Kabaka Pyramid),Mellow Mood,Mr. Global (with Kabaka Pyramid),33,0.709,0.808,11,-3.55,0,0.333,0.0451,0.0,0.0797,0.715,80.125,208147,4,reggae
Thy Will,Lila Iké,The ExPerience,38,0.577,0.809,6,-4.371,0,0.219,0.328,0.0,0.14,0.547,79.413,240262,4,reggae
Magic,Kes,Hello,31,0.536,0.828,8,-7.742,0,0.21,0.0857,1.36e-06,0.0893,0.848,189.683,250107,4,reggae
Life Is Everything,Kabaka Pyramid,The Kalling,35,0.766,0.591,5,-8.625,0,0.182,0.0222,0.000104,0.108,0.586,94.204,211704,4,reggae
Marijuana (feat. Damian Marley),Jah Cure,Marijuana (feat. Damian Marley),39,0.715,0.649,6,-7.12,0,0.108,0.0242,0.0,0.0999,0.501,149.99,272626,4,reggae
"Holy Mountain (feat. Buju Banton, Sizzla, Mavado & 070 Shake)",DJ Khaled,Father Of Asahd,44,0.579,0.8,6,-3.152,1,0.367,0.166,0.0,0.963,0.604,145.53,294800,4,reggae
Well Excellent,Mr. Williamz,Soundkilla Mindset,34,0.836,0.695,11,-6.671,0,0.312,0.000894,0.0,0.333,0.674,90.005,216000,4,reggae
Plastic Smile,Sizzla,Plastic Smile,25,0.596,0.641,0,-5.363,1,0.241,0.213,0.0,0.133,0.368,129.041,223936,4,reggae
The Feeling (feat. Johnny Cosmic),Collie Buddz,Hybrid,35,0.615,0.831,1,-5.776,0,0.0373,0.00918,5.74e-06,0.0849,0.848,75.998,212219,4,reggae
Trample Dem,Kabaka Pyramid,"Set up Shop, Vol. 4",30,0.677,0.741,6,-6.987,0,0.354,0.179,0.0,0.32,0.871,163.816,188306,4,reggae
COOL AS THE BREEZE/FRIDAY,Chronixx,COOL AS THE BREEZE/FRIDAY,41,0.475,0.815,2,-4.698,1,0.301,0.37,0.0,0.107,0.479,103.987,213222,4,reggae
Maths Test,Claye,Black Magic,29,0.864,0.552,5,-7.967,0,0.0595,0.167,6.33e-05,0.114,0.687,102.446,172098,4,reggae
Bubble,Etana,Gemini,41,0.718,0.754,6,-4.117,1,0.184,0.108,1.22e-05,0.321,0.765,75.008,200371,4,reggae
Same Ole Song,Dre Island,Now I Rise (Deluxe Edition),27,0.303,0.778,7,-6.157,0,0.0803,0.191,0.0,0.153,0.316,88.29,237865,4,reggae
A Vibe (feat. Wiz Khalifa),Protoje,A Vibe (feat. Wiz Khalifa),43,0.714,0.683,0,-8.651,1,0.516,0.457,0.0,0.12,0.467,159.893,163853,4,reggae
Do Your Ting,Mr. Williamz,Do Your Ting,29,0.756,0.817,5,-4.755,0,0.103,0.0437,0.0,0.108,0.908,113.207,192923,5,reggae
Babylon Fallin,Kabaka Pyramid,Babylon Fallin,31,0.624,0.784,1,-5.14,1,0.293,0.328,0.0,0.313,0.454,66.889,180017,3,reggae
"Justice (Get Up, Stand Up)",Nakkia Gold,"Justice (Get Up, Stand Up) (ft. Wiz Khalifa, Bob Marley & The Wailers)",48,0.814,0.77,8,-4.314,1,0.0677,0.00764,0.0,0.103,0.632,76.805,198772,4,reggae
Here Comes the Sun,Joss Stone,Celebrating Nina: A Reggae Tribute to Nina Simone,46,0.727,0.507,9,-8.545,1,0.234,0.111,0.0,0.0473,0.506,144.088,201183,4,reggae
Get Free,Major Lazer,Free The Universe (Extended Version),53,0.612,0.657,11,-6.971,0,0.0454,0.103,0.124,0.131,0.767,87.94,289973,4,reggae
Mr Reggae,L.A.B.,L.A.B V,57,0.829,0.701,7,-8.587,0,0.078,0.082,0.274,0.135,0.886,164.035,184120,4,reggae
Light My Fire (feat. Gwen Stefani & Shenseea),Sean Paul,Scorcha,53,0.569,0.805,5,-4.619,0,0.257,0.0108,0.0,0.0953,0.75,178.079,202534,4,reggae
Show Me,Bruno Mars,Unorthodox Jukebox,55,0.743,0.706,5,-5.728,1,0.0535,0.0461,0.0,0.204,0.514,77.989,207560,4,reggae
Stay,Ben L'Oncle Soul,Stay,47,0.654,0.59,7,-6.89,1,0.108,0.0843,2.69e-05,0.118,0.443,141.226,278536,4,reggae
Morning Is Coming (with Shaggy),Sting,44/876 (Deluxe),54,0.789,0.667,7,-7.852,1,0.283,0.179,0.0,0.0603,0.934,79.996,191320,4,reggae
You Can't Hurry Love,Pinky Dread,You Can't Hurry Love,43,0.88,0.441,7,-8.651,1,0.0738,0.181,2.31e-05,0.222,0.775,97.938,154859,4,reggae
Sounds of Summer (with Slightly Stoopid),The Movement,Sounds Of Summer (with Slightly Stoopid),48,0.718,0.654,9,-6.037,1,0.159,0.0313,4.8e-05,0.24,0.798,77.951,221621,4,reggae
In Another Life,Irie Love,In Another Life,44,0.747,0.705,10,-4.088,0,0.0635,0.0312,0.0,0.306,0.801,96.053,193352,4,reggae
World on Fire (feat. Slightly Stoopid),Stick Figure,World on Fire,58,0.869,0.538,2,-6.239,0,0.0437,0.333,0.128,0.162,0.742,141.017,238810,4,reggae
That's Life,Shaggy,That's Life,45,0.827,0.488,11,-5.167,0,0.305,0.303,0.00073,0.0759,0.638,78.999,204549,4,reggae
Cupid - Deluxe Edition Version,Amy Winehouse,Back To Black (Deluxe Edition),56,0.641,0.609,7,-4.596,1,0.0638,0.163,0.0,0.0811,0.696,87.181,228853,4,reggae
Caribbean Plans (Remix),Shaggy,Caribbean Plans (Remix),37,0.774,0.719,4,-3.421,0,0.04,0.0168,0.0,0.0608,0.524,98.038,230115,4,reggae
Be With You - 2022 Version,Sons Of Zion,Sons of Zion,43,0.824,0.624,6,-7.565,0,0.0805,0.00884,0.0,0.0724,0.825,130.982,220250,4,reggae
Here I Go Again,Rihanna,Music Of The Sun,48,0.681,0.611,5,-5.939,0,0.077,0.000332,0.00193,0.12,0.637,83.463,251133,4,reggae
Sunshine,Maoli,Sense of Purpose,48,0.757,0.705,11,-5.965,0,0.182,0.115,2.72e-06,0.0533,0.802,163.368,262452,4,reggae
Mad World,Gentleman,Mad World,37,0.825,0.591,0,-7.567,0,0.093,0.131,0.0,0.0967,0.742,90.024,150320,4,reggae
Chill Out,Anthony B,Chill Out,50,0.731,0.683,7,-7.21,1,0.183,0.103,1.65e-05,0.101,0.669,174.067,242174,4,reggae
Things You Can't Control,SOJA,Beauty In The Silence,38,0.752,0.659,9,-6.694,1,0.0376,0.403,7.42e-05,0.142,0.607,143.934,244185,4,reggae
When She Loves,Ziggi Recado,When She Loves,41,0.648,0.558,11,-8.558,1,0.133,0.516,0.0,0.0966,0.893,139.857,232052,4,reggae
As You Are - Shy FX Remix,Rag'n'Bone Man,As You Are (Remixes),47,0.71,0.629,8,-5.792,1,0.116,0.0712,8.72e-05,0.561,0.835,82.028,205629,4,reggae
Proper Sensi,JR Kenna,Proper Sensi,41,0.791,0.525,10,-8.21,1,0.273,0.115,0.0,0.0798,0.929,150.058,183975,4,reggae
Lonely,Koffee,Gifted,47,0.782,0.505,7,-7.569,1,0.098,0.0455,0.0,0.0895,0.583,81.907,248781,4,reggae
Every Day (feat. Romain Virgo & Fiji),Conkarah,Every Day (feat. Romain Virgo & Fiji),42,0.486,0.783,0,-3.814,1,0.18,0.0716,0.0,0.138,0.746,181.985,231604,4,reggae
I Wonder,Iseo & Dodosound,I Wonder,41,0.757,0.687,2,-4.267,0,0.148,0.0934,0.000158,0.0265,0.481,79.956,159904,4,reggae
One Life (with Demarco),DMP,One Life (with Demarco),40,0.835,0.631,11,-4.136,1,0.253,0.0642,0.0,0.121,0.67,150.012,222400,4,reggae
Catching Feelings (feat. J Boog) - Bimwala Remix,Inigo Pascual,Catching Feelings (feat. J Boog) [Bimwala Remix],42,0.669,0.703,2,-3.329,1,0.169,0.224,0.0,0.0716,0.692,171.717,200523,4,reggae
Dance My Stress Away (with Stephen Marley),Demarco,Dance My Stress Away (with Stephen Marley),43,0.593,0.756,0,-3.829,1,0.129,0.198,0.0,0.104,0.662,174.042,214123,4,reggae
"One World, One Prayer (feat. Skip Marley, Farruko, Shaggy & Cedella Marley)",The Wailers,"One World, One Prayer (feat. Skip Marley, Farruko, Shaggy & Cedella Marley)",45,0.678,0.817,6,-4.614,0,0.197,0.477,0.0,0.101,0.931,180.13,196201,4,reggae
Old School Feeling,Rebelution,In the Moment,47,0.975,0.624,11,-6.891,0,0.0512,0.0373,0.00254,0.0831,0.965,125.049,236625,4,reggae
Do To Me,H.E.R.,Do To Me,52,0.477,0.854,0,-5.884,1,0.138,0.0603,0.0,0.168,0.494,144.841,225103,4,reggae
Long Way Home (with Iyaz),DMP,Long Way Home (with Iyaz),41,0.756,0.539,1,-5.611,1,0.286,0.066,0.0,0.0831,0.558,89.032,231676,4,reggae
Make Love,Jason Mraz,Look For The Good,44,0.83,0.698,4,-8.347,0,0.0612,0.0154,1.78e-06,0.155,0.886,81.998,335773,4,reggae
Circle of Peace,Ziggy Marley,Rebellion Rises,37,0.797,0.653,8,-7.194,0,0.0408,0.127,1.39e-05,0.0757,0.917,90.017,201332,4,reggae
Yearn to Burn,Geoff Weers,Yearn to Burn,40,0.886,0.675,2,-7.216,1,0.326,0.0344,9.03e-06,0.0713,0.885,78.007,180000,4,reggae
People,Kabaka Pyramid,Victory Rock Riddim,46,0.706,0.647,11,-4.227,0,0.0943,0.11,0.0,0.381,0.437,87.08,207324,4,reggae
Solitude,Lila Iké,The ExPerience,48,0.742,0.368,8,-10.577,0,0.0651,0.356,0.0,0.0796,0.618,92.013,219479,4,reggae
Still Go a Dance,Christopher Ellis,Still Go a Dance,41,0.834,0.576,7,-7.674,1,0.149,0.0565,0.0,0.0904,0.879,77.0,191416,4,reggae
Three Little Birds,Maroon 5,Three Little Birds,51,0.711,0.653,9,-7.501,1,0.0776,0.0362,0.00482,0.149,0.551,156.051,201168,4,reggae
Hello (Reggae Cover),Conkarah,Hello (Reggae Cover),47,0.76,0.536,8,-9.426,1,0.0408,0.0803,0.0104,0.102,0.473,79.003,238250,4,reggae
Baltimore,Jazmine Sullivan,Baltimore,41,0.748,0.622,11,-9.043,0,0.0699,0.0472,0.00254,0.11,0.838,79.949,303227,5,reggae
Let Me Live (feat. Anne-Marie & Mr Eazi),Rudimental,Toast to Our Differences (Deluxe Edition),38,0.662,0.844,8,-5.495,1,0.0669,0.00295,4.78e-05,0.525,0.763,145.007,205760,4,reggae
Close To Me,SunDub,Burden of Love,40,0.755,0.559,8,-5.924,0,0.142,0.125,1.19e-06,0.0457,0.798,81.017,252633,4,reggae
Let Me Down - Shy FX Remix,Jorja Smith,Let Me Down (Shy FX Remix),46,0.755,0.526,1,-7.757,1,0.0319,0.033,0.0021,0.382,0.592,124.946,208000,4,reggae
Queen Majesty,Common Kings,Queen Majesty,47,0.686,0.785,7,-5.002,1,0.236,0.0114,0.0,0.138,0.444,167.977,248470,4,reggae
No Other Love (feat. Estelle),John Legend,Evolver,43,0.636,0.677,5,-6.056,0,0.124,0.0611,1.41e-06,0.106,0.694,164.035,239067,4,reggae
Have It All - Easy Star All-Stars & Michael Goldwasser Reggae Mix,Jason Mraz,Have It All (Easy Star All-Stars & Michael Goldwasser Reggae Mix),40,0.706,0.796,1,-4.597,0,0.0766,0.0543,0.0,0.0625,0.876,81.96,259638,4,reggae
Is This Love,Angie Stone,Covered in Soul,41,0.723,0.255,6,-14.671,0,0.072,0.0572,6.69e-06,0.0725,0.428,115.022,228680,4,reggae
Cool & Easy,Sammy Johnson,Cool & Easy,39,0.701,0.546,10,-5.95,1,0.036,0.171,0.0,0.1,0.776,141.973,211268,4,reggae
Warning (feat. Stick Figure),Pepper,Local Motion,54,0.801,0.527,1,-7.191,0,0.118,0.0192,0.118,0.131,0.52,76.022,232160,4,reggae
Rescue,Alysha Brilla,Woman,41,0.627,0.517,10,-5.698,1,0.0479,0.508,0.0,0.11,0.895,108.09,265200,4,reggae
Don't Start Now,Bristol Love,Don't Start Now,45,0.763,0.459,4,-11.184,0,0.0342,0.0931,0.00579,0.0741,0.268,100.016,224250,4,reggae
Magic Potion (feat. Lion Rezz),Lomez Brown,The Feels & Groove EP,39,0.809,0.491,1,-10.661,1,0.274,0.127,8.55e-06,0.274,0.737,79.526,252865,4,reggae
Tellme,Swiss,Tellme,41,0.628,0.518,9,-7.764,1,0.292,0.124,0.0,0.212,0.725,81.217,198519,4,reggae
Beautiful Things (Remix),Phonosonics,New Again,37,0.885,0.544,5,-9.313,0,0.075,0.417,0.0174,0.102,0.899,92.011,245975,4,reggae
"Last Dance - 12"" Version",Donna Summer,Bad Girls (Deluxe Edition),36,0.553,0.691,10,-10.032,1,0.0764,0.524,0.00653,0.495,0.371,124.622,490827,4,disco
Possessed (Extended Verison),Doris Jones,"The Best of Doris Jones ""No Way Out""",20,0.686,0.625,1,-12.101,1,0.0414,0.00604,0.000253,0.329,0.873,131.261,419267,4,disco
Love Hangover,Diana Ross,Diana Ross (Expanded Edition),50,0.508,0.669,1,-10.34,1,0.0377,0.24,0.0154,0.0523,0.878,112.436,468640,4,disco
In The Navy - Single Version,Village People,Go West,28,0.765,0.864,7,-11.354,0,0.0588,0.154,0.0,0.497,0.829,126.945,340493,4,disco
"Relight My Fire - 12"" Disco Remix",Dan Hartman,Relight My Fire (Expanded Edition),39,0.767,0.783,0,-10.406,1,0.0368,0.0477,5.97e-06,0.0709,0.891,120.611,406213,4,disco
My Body Keeps Changing My Mind,Karen Carpenter,Karen Carpenter,38,0.708,0.708,9,-9.728,1,0.0412,0.0958,3.45e-05,0.08,0.923,117.298,225160,4,disco
Make Love To Me,Helen Reddy,Reddy,19,0.754,0.888,1,-5.715,1,0.0598,0.00729,0.00422,0.174,0.898,125.547,399200,4,disco
Messages from the Stars,The Rah Band,Going Up,68,0.649,0.821,7,-2.957,1,0.0329,0.0562,0.00271,0.318,0.698,113.489,254080,4,disco
Sunny,Boney M.,Take The Heat Off Me,65,0.647,0.868,0,-6.427,0,0.106,0.088,0.124,0.129,0.804,121.82,242240,4,disco
Love Is in Control (Finger on the Trigger) [2014 Remaster],Donna Summer,Donna Summer (Re-Mastered & Expanded),32,0.834,0.742,7,-6.516,1,0.041,0.346,0.00175,0.127,0.88,132.278,262320,4,disco
Earth Can Be Just Like Heaven,Two Tons Of Fun,Get The Feeling,23,0.681,0.871,1,-9.053,0,0.05,0.183,4.15e-05,0.0721,0.734,129.694,265773,4,disco
A Night in New York - Remastered,Elbow Bones And The Racketeers,Kid Creole - Ze August Darnell Sessions (Remastered 2018),31,0.665,0.65,0,-7.935,1,0.0577,0.00735,3.54e-06,0.319,0.559,109.802,261293,4,disco
Ai No Corrida,Quincy Jones,The Dude,53,0.798,0.748,11,-12.163,0,0.036,0.0555,0.105,0.0615,0.896,122.429,386360,4,disco
1979 It's Dancing Time (Full Length Album Mix),Revanche,Music Man,20,0.814,0.887,7,-6.617,0,0.121,0.232,0.0174,0.332,0.746,124.825,519547,4,disco
I Wanna Be With You,Coffee,Slippin' and Dippin' (Bonus Track Version),22,0.777,0.636,4,-12.51,0,0.05,0.0185,0.00618,0.239,0.903,124.282,460880,4,disco
"Can You Feel It - 7"" Version",The Jacksons,Triumph (Expanded Version),48,0.83,0.68,11,-5.723,0,0.0474,0.0586,0.00069,0.317,0.875,125.449,230968,4,disco
The Love I Lost - A Tom Moulton Mix,Harold Melvin & The Blue Notes,Philadelphia International Records: The Tom Moulton Remixes,24,0.707,0.62,2,-9.3,1,0.049,0.153,0.00541,0.0691,0.759,122.996,750560,4,disco
Sinner Man,Sarah Dash,Club Epic - A Collection Of Classic Dance Mixes: Volume 4,22,0.765,0.698,6,-11.308,1,0.0462,0.00159,0.00169,0.0637,0.903,123.175,338973,4,disco
Burn This Disco Out,Michael Jackson,Off the Wall,45,0.847,0.709,1,-11.343,1,0.0335,0.213,0.000252,0.0473,0.961,116.458,221027,4,disco
Saturday,Norma Jean Wright,Norma Jean,33,0.681,0.849,9,-12.919,0,0.049,0.105,8.45e-06,0.123,0.75,131.112,366160,4,disco
If You Could Read My Mind - The Disconet Re-Edit,Viola Wills,If You Could Read My Mind,23,0.705,0.754,0,-8.947,1,0.0381,0.0439,0.00162,0.225,0.823,122.507,723573,4,disco
He's My Man - Extended Version,The Supremes,"Let Yourself Go: The ’70s Albums, Vol. 2: 1974-1977 (The Final Sessions)",15,0.519,0.815,1,-7.475,1,0.0533,0.314,0.00016,0.0712,0.842,108.546,297187,4,disco
Angel in My Pocket - Extended Version,Change,Magical Night (Greatest Hits Special Price),23,0.801,0.673,5,-5.527,0,0.0613,0.0205,0.000784,0.166,0.905,124.996,429813,4,disco
I'll Bake Me A Man,Barbara Acklin,20 Greatest Hits,22,0.794,0.648,6,-5.968,0,0.0456,0.171,6.2e-05,0.0305,0.658,110.533,199293,4,disco
Lady America,Voyage,"Twelve Inch Classics from the 70s, Vol. 2",26,0.649,0.84,5,-7.713,1,0.0411,0.000681,0.00658,0.375,0.921,128.02,407800,4,disco
I Love The Nightlife (Disco 'Round),Alicia Bridges,I Love The Nightlife,49,0.693,0.708,0,-7.816,1,0.031,0.309,0.00305,0.0857,0.949,125.315,187973,4,disco
Instant Replay,Dan Hartman,Instant Replay (Expanded Edition),36,0.73,0.723,9,-7.545,0,0.0682,0.0296,3.47e-05,0.0552,0.935,128.996,320480,4,disco
Keep On Jumpin',Musique,Keep On Jumpin',36,0.735,0.528,5,-12.592,0,0.0683,0.0005,0.36,0.0477,0.831,132.836,339947,4,disco
